,cell_1,cell_2,length
1389,cell_628,cell_640,146.4923206178399
1390,cell_253,cell_307,31.622776601683793
1391,cell_586,cell_628,113.70136322841516
1392,cell_559,cell_577,4.47213595499958
1393,cell_577,cell_586,172.01162751395617
1394,cell_235,cell_253,20.591260281974
1395,cell_524,cell_577,42.80186911806539
1396,cell_510,cell_524,188.52055590836773
1397,cell_212,cell_253,108.90362712049586
1398,cell_325,cell_356,118.27833292884554
1399,cell_663,cell_744,55.71355310873648
1400,cell_474,cell_510,63.245553203367585
1401,cell_253,cell_302,67.94115100585212
1402,cell_175,cell_212,58.0
1403,cell_302,cell_307,73.23933369440222
1404,cell_859,cell_860,178.71765441612084
1405,cell_628,cell_663,118.79393923933998
1406,cell_510,cell_577,55.29561315773468
1407,cell_778,cell_781,98.18350166906862
1408,cell_849,cell_860,123.43419299367578
1409,cell_364,cell_378,116.61903789690601
1410,cell_418,cell_431,254.2833065696606
1411,cell_750,cell_781,69.9714227381436
1412,cell_808,cell_824,64.1248781675256
1413,cell_781,cell_793,26.68332812825267
1414,cell_114,cell_175,91.23595782365635
1415,cell_860,cell_874,128.14054783713078
1416,cell_325,cell_332,125.25174649480941
1417,cell_307,cell_332,30.528675044947494
1418,cell_473,cell_510,14.422205101855956
1419,cell_211,cell_212,118.87808881370864
1420,cell_497,cell_510,153.1012736720371
1421,cell_175,cell_211,74.88658090739622
1422,cell_824,cell_832,331.30650461468457
1423,cell_663,cell_750,16.0
1424,cell_577,cell_628,4.0
1425,cell_473,cell_497,79.64923100695951
1426,cell_253,cell_258,178.39282496782207
1427,cell_608,cell_628,115.96551211459379
1428,cell_258,cell_302,77.27871634544663
1429,cell_577,cell_608,90.9065454189081
1430,cell_793,cell_796,117.04699910719626
1431,cell_781,cell_796,62.03224967708329
1432,cell_663,cell_706,256.82678987987214
1433,cell_706,cell_750,50.0
1434,cell_510,cell_544,135.1383684430196
1435,cell_544,cell_577,64.84721872807984
1436,cell_211,cell_253,52.80151512977634
1437,cell_750,cell_777,32.2490309931942
1438,cell_777,cell_781,98.48857801796105
1439,cell_463,cell_473,112.16059914247963
1440,cell_849,cell_851,102.17631819555841
1441,cell_431,cell_463,64.4980619863884
1442,cell_832,cell_851,76.15773105863909
1443,cell_796,cell_808,178.61690849412886
1444,cell_463,cell_497,127.7810627597063
1445,cell_851,cell_860,222.80035906613796
1446,cell_706,cell_748,69.57010852370435
1447,cell_748,cell_750,162.0
1448,cell_748,cell_777,40.049968789001575
1449,cell_175,cell_182,110.45361017187261
1450,cell_182,cell_211,151.22169156572744
1451,cell_325,cell_347,58.34423497409658
1452,cell_347,cell_356,142.93360230188478
1453,cell_211,cell_258,30.42651369088664
1454,cell_65,cell_68,303.2688576164721
1455,cell_332,cell_347,72.47068372797375
1456,cell_867,cell_874,72.11102550927978
1457,cell_114,cell_182,50.039984012787215
1458,cell_746,cell_781,52.3450093132096
1459,cell_867,cell_886,137.7679207943562
1460,cell_746,cell_796,114.97825881443848
1461,cell_577,cell_581,120.41594578792295
1462,cell_581,cell_608,108.07404868885037
1463,cell_65,cell_114,86.19030086942308
1464,cell_746,cell_777,100.0
1465,cell_258,cell_284,71.69379331573968
1466,cell_284,cell_302,68.26419266350405
1467,cell_302,cell_310,81.4504229307095
1468,cell_497,cell_544,84.38009243891595
1469,cell_211,cell_256,123.63305040885628
1470,cell_405,cell_418,192.01041638411183
1471,cell_735,cell_748,187.8084130170957
1472,cell_735,cell_777,23.323807579381203
1473,cell_256,cell_258,94.6708583306529
1474,cell_860,cell_867,151.22169156572744
1475,cell_418,cell_463,75.17978451685
1476,cell_332,cell_338,33.28663395418648
1477,cell_735,cell_746,234.64867355261143
1478,cell_114,cell_145,190.16834647227702
1479,cell_65,cell_145,26.0
1480,cell_832,cell_842,172.5340546095176
1481,cell_842,cell_851,123.0447073221762
1482,cell_256,cell_284,93.07849216622755
1483,cell_145,cell_182,111.89280584559492
1484,cell_706,cell_735,86.92525524840292
1485,cell_338,cell_347,73.59347797189639
1486,cell_560,cell_581,136.49908424601244
1487,cell_68,cell_145,114.6298390472568
1488,cell_851,cell_867,66.24198064671678
1489,cell_295,cell_302,63.094496363952175
1490,cell_284,cell_295,63.42250558419124
1491,cell_581,cell_603,124.01612798341996
1492,cell_310,cell_338,146.4923206178399
1493,cell_418,cell_435,94.02127418834527
1494,cell_295,cell_310,28.622288109689027
1495,cell_405,cell_435,78.81624198095213
1496,cell_435,cell_463,18.973665961010276
1497,cell_347,cell_352,85.44003745317531
1498,cell_398,cell_405,201.61349161204464
1499,cell_463,cell_500,34.40930106817051
1500,cell_497,cell_500,123.69316876852982
1501,cell_746,cell_780,186.81541692269406
1502,cell_338,cell_352,233.52944139872386
1503,cell_462,cell_463,192.66551326067673
1504,cell_851,cell_858,216.0
1505,cell_780,cell_796,168.23792675850473
1506,cell_435,cell_462,28.319532083419737
1507,cell_880,cell_886,126.0
1508,cell_68,cell_85,256.6398254363496
1509,cell_211,cell_220,135.20355024924456
1510,cell_182,cell_220,65.39113089708727
1511,cell_462,cell_500,173.04745042906606
1512,cell_858,cell_867,28.635642126552707
1513,cell_256,cell_295,25.402909904142764
1514,cell_352,cell_356,37.73592452822641
1515,cell_842,cell_858,99.29753269845128
1516,cell_867,cell_880,224.72205054244233
1517,cell_435,cell_452,132.9903971052373
1518,cell_398,cell_435,98.99494936611666
1519,cell_452,cell_462,168.62334591673013
1520,cell_220,cell_256,10.198039027185569
1521,cell_145,cell_184,69.31089380465383
1522,cell_182,cell_184,96.66436778875658
1523,cell_256,cell_257,82.0
1524,cell_281,cell_295,28.0
1525,cell_256,cell_281,61.35144660071187
1526,cell_220,cell_257,96.46050219406015
1527,cell_565,cell_581,6.324555320336759
1528,cell_721,cell_746,182.70194306574848
1529,cell_560,cell_565,166.01204775557707
1530,cell_565,cell_603,96.60227740586657
1531,cell_721,cell_780,108.16653826391968
1532,cell_257,cell_281,180.27756377319946
1533,cell_68,cell_140,20.09975124224178
1534,cell_140,cell_145,185.0837648201484
1535,cell_85,cell_140,24.73863375370596
1536,cell_832,cell_835,144.27751037497146
1537,cell_835,cell_842,163.1318485152424
1538,cell_184,cell_220,61.35144660071187
1539,cell_780,cell_784,303.66428831853113
1540,cell_814,cell_824,99.53538474053805
1541,cell_814,cell_832,116.49892703368559
1542,cell_140,cell_184,28.071337695236398
1543,cell_85,cell_115,145.83552379307312
1544,cell_115,cell_140,193.5355264544471
1545,cell_500,cell_527,117.45637488020819
1546,cell_140,cell_178,47.20169488482379
1547,cell_178,cell_184,105.60303025955268
1548,cell_398,cell_427,56.568542494923804
1549,cell_427,cell_435,127.12198865656563
1550,cell_780,cell_814,12.0
1551,cell_281,cell_311,63.655321851358195
1552,cell_206,cell_220,145.601410839005
1553,cell_462,cell_471,100.4987562112089
1554,cell_555,cell_565,198.6046433996604
1555,cell_184,cell_206,83.35466393669883
1556,cell_527,cell_555,213.84106247397855
1557,cell_784,cell_814,68.26419266350405
1558,cell_452,cell_471,90.44335243676011
1559,cell_352,cell_370,40.496913462633174
1560,cell_115,cell_178,98.02040603874276
1561,cell_652,cell_721,55.78530272392541
1562,cell_427,cell_452,69.57010852370435
1563,cell_370,cell_374,153.1012736720371
1564,cell_338,cell_344,110.9414259868693
1565,cell_388,cell_398,198.16155025635018
1566,cell_388,cell_427,47.07440918375928
1567,cell_855,cell_858,68.87670143089025
1568,cell_178,cell_206,68.11754546370561
1569,cell_257,cell_311,24.08318915758459
1570,cell_814,cell_835,77.17512552629896
1571,cell_423,cell_452,75.8946638440411
1572,cell_423,cell_471,140.12851244482687
1573,cell_652,cell_688,195.8979326077741
1574,cell_688,cell_721,60.0
1575,cell_423,cell_427,176.1817243643619
1576,cell_784,cell_802,161.55494421403512
1577,cell_802,cell_814,152.55163060419906
1578,cell_388,cell_423,133.46160496562297
1579,cell_835,cell_844,86.83317338436964
1580,cell_201,cell_206,153.88307249337075
1581,cell_178,cell_201,103.47946656221224
1582,cell_814,cell_827,145.89036979869508
1583,cell_827,cell_835,170.57549648176317
1584,cell_844,cell_845,185.43378458869947
1585,cell_827,cell_844,132.13629327327143
1586,cell_57,cell_115,63.150613615387776
1587,cell_845,cell_855,117.09824934643558
1588,cell_374,cell_377,146.16331215073922
1589,cell_499,cell_527,85.47271462988718
1590,cell_555,cell_604,26.0
1591,cell_765,cell_802,180.0999722376436
1592,cell_652,cell_654,145.13442045221387
1593,cell_146,cell_178,10.198039027185569
1594,cell_791,cell_802,145.89036979869508
1595,cell_311,cell_340,51.22499389946279
1596,cell_791,cell_814,34.0
1597,cell_146,cell_201,195.48913013259843
1598,cell_604,cell_652,67.05221845696084
1599,cell_311,cell_322,88.02272433866155
1600,cell_850,cell_855,138.40520221436765
1601,cell_555,cell_567,161.55494421403512
1602,cell_377,cell_388,49.39635614091387
1603,cell_567,cell_604,156.32018423735306
1604,cell_471,cell_472,94.25497334358543
1605,cell_57,cell_146,93.91485505499116
1606,cell_388,cell_390,121.75896571075026
1607,cell_388,cell_396,149.6544744815496
1608,cell_791,cell_827,111.94641575325224
1609,cell_688,cell_698,164.0
1610,cell_390,cell_396,129.9953024294992
1611,cell_654,cell_688,45.60701700396552
1612,cell_322,cell_340,93.68030742904295
1613,cell_423,cell_472,18.439088914585774
1614,cell_388,cell_414,59.46585452988805
1615,cell_414,cell_423,144.9413674559475
1616,cell_396,cell_414,173.4559276896231
1617,cell_527,cell_567,20.0
1618,cell_423,cell_441,167.6305461424021
1619,cell_527,cell_532,94.76286192385707
1620,cell_441,cell_472,117.04699910719626
1621,cell_499,cell_532,122.93087488503447
1622,cell_377,cell_390,138.85555021452421
1623,cell_604,cell_654,64.03124237432849
1624,cell_848,cell_855,126.0634760745554
1625,cell_532,cell_567,166.7441699552927
1626,cell_654,cell_698,30.265491900843113
1627,cell_765,cell_791,227.72790781983662
1628,cell_490,cell_499,140.09864758367897
1629,cell_845,cell_848,108.90362712049586
1630,cell_848,cell_850,249.30302846134862
1631,cell_697,cell_698,162.11107303327555
1632,cell_827,cell_845,15.849452374603741
1633,cell_654,cell_697,92.0869154657707
1634,cell_472,cell_490,114.39845645173378
1635,cell_697,cell_730,83.5224520712844
1636,cell_797,cell_827,188.22327167489146
1637,cell_791,cell_797,493.62738983974543
1638,cell_827,cell_843,43.62436001355803
1639,cell_843,cell_845,81.89973261569145
1640,cell_414,cell_441,94.33981132056604
1641,cell_604,cell_613,130.50670480860362
1642,cell_613,cell_654,56.356011214421486
1643,cell_730,cell_765,20.396078054371138
1644,cell_797,cell_843,52.03844732503075
1645,cell_730,cell_747,181.8130908378162
1646,cell_567,cell_613,65.7875368135941
1647,cell_747,cell_765,286.27259736132623
1648,cell_441,cell_442,167.4873129523547
1649,cell_442,cell_472,89.22253008886575
1650,cell_843,cell_848,93.38094023943002
1651,cell_646,cell_654,160.79800993793424
1652,cell_340,cell_360,58.58708993340054
1653,cell_490,cell_532,114.54256850621083
1654,cell_613,cell_646,147.36349615830918
1655,cell_382,cell_390,99.48481001837513
1656,cell_697,cell_699,145.06550244630873
1657,cell_699,cell_730,147.63468427168462
1658,cell_382,cell_396,88.81441324469807
1659,cell_646,cell_697,26.68332812825267
1660,cell_567,cell_569,171.41760148309
1661,cell_414,cell_442,55.60575509783138
1662,cell_377,cell_382,172.73718709547643
1663,cell_797,cell_829,71.21797525905943
1664,cell_829,cell_843,123.0447073221762
1665,cell_396,cell_420,67.67569726275453
1666,cell_414,cell_420,121.45781160551181
1667,cell_373,cell_382,120.73108740416082
1668,cell_442,cell_490,74.027038357405
1669,cell_646,cell_699,38.05259518088089
1670,cell_569,cell_613,53.36665625650534
1671,cell_532,cell_569,102.73628956147934
1672,cell_747,cell_791,96.02083107326243
1673,cell_395,cell_396,103.94229168149026
1674,cell_382,cell_395,117.38824472663352
1675,cell_420,cell_442,92.34717104492157
1676,cell_797,cell_817,377.5764823184834
1677,cell_817,cell_829,186.76188047886004
1678,cell_646,cell_659,218.80585001320233
1679,cell_659,cell_699,75.47184905645283
1680,cell_843,cell_850,30.0
1681,cell_395,cell_420,124.25779653607253
1682,cell_517,cell_532,137.42941309585675
1683,cell_569,cell_589,118.15244390193544
1684,cell_490,cell_517,79.49425551142926
1685,cell_589,cell_613,89.55445270895244
1686,cell_382,cell_385,256.382526705702
1687,cell_829,cell_850,62.12889826803627
1688,cell_747,cell_754,304.2170277943035
1689,cell_754,cell_791,121.49074038789952
1690,cell_699,cell_712,165.13025161974412
1691,cell_712,cell_747,93.68030742904295
1692,cell_613,cell_621,102.52804494381037
1693,cell_621,cell_646,77.82030583337487
1694,cell_676,cell_699,41.036569057366385
1695,cell_659,cell_676,216.453228204155
1696,cell_376,cell_382,38.30938295714757
1697,cell_373,cell_376,81.63667788119186
1698,cell_385,cell_395,26.076809620810597
1699,cell_376,cell_385,196.9771560359221
1700,cell_392,cell_395,120.41594578792295
1701,cell_385,cell_392,115.25623627379127
1702,cell_676,cell_712,123.96773773849388
1703,cell_589,cell_621,186.17196351760379
1704,cell_367,cell_373,65.37151507809958
1705,cell_417,cell_420,65.29931086925804
1706,cell_395,cell_401,174.64249196572982
1707,cell_401,cell_420,66.60330322138685
1708,cell_817,cell_818,203.75677134570597
1709,cell_818,cell_829,63.245553203367585
1710,cell_621,cell_659,50.039984012787215
1711,cell_712,cell_754,4.0
1712,cell_357,cell_367,67.0743671447294
1713,cell_712,cell_740,104.30723848324239
1714,cell_740,cell_754,220.10906387516167
1715,cell_754,cell_797,18.110770276274835
1716,cell_754,cell_760,157.54364474646383
1717,cell_787,cell_797,173.17043627594174
1718,cell_367,cell_376,34.60559123302741
1719,cell_787,cell_817,52.90955440718997
1720,cell_401,cell_417,201.5341162185698
1721,cell_760,cell_797,38.62641583165593
1722,cell_376,cell_392,49.51767361255979
1723,cell_810,cell_829,61.18823416311342
1724,cell_810,cell_818,235.97457490161943
1725,cell_508,cell_517,165.42067585401773
1726,cell_358,cell_367,99.4514739507173
1727,cell_616,cell_621,172.80046296234278
1728,cell_358,cell_376,26.0
1729,cell_392,cell_401,38.8329756778952
1730,cell_616,cell_659,106.50821564555478
1731,cell_760,cell_787,188.09572031282372
1732,cell_392,cell_393,114.85643212288984
1733,cell_376,cell_393,37.36308338453881
1734,cell_787,cell_818,49.07449174667099
1735,cell_579,cell_589,131.62546207259186
1736,cell_357,cell_358,85.85580463075127
1737,cell_676,cell_682,121.60592090848209
1738,cell_682,cell_712,89.19641248391103
1739,cell_740,cell_760,183.35757415498276
1740,cell_393,cell_401,39.395431207184416
1741,cell_376,cell_384,228.0
1742,cell_384,cell_393,123.36936410632909
1743,cell_616,cell_676,46.51881339845203
1744,cell_787,cell_810,113.19661921070066
1745,cell_714,cell_740,140.0142849854971
1746,cell_579,cell_621,2.8284271247461903
1747,cell_616,cell_682,61.35144660071187
1748,cell_579,cell_616,133.2216198670471
1749,cell_358,cell_369,42.42640687119285
1750,cell_682,cell_714,90.97252332435328
1751,cell_798,cell_810,181.94597418486808
1752,cell_787,cell_798,165.40319547288726
1753,cell_801,cell_810,96.08329719571451
1754,cell_375,cell_384,158.11388300841898
1755,cell_407,cell_417,164.30459518832697
1756,cell_714,cell_760,86.02325267042627
1757,cell_798,cell_801,290.4134983088768
1758,cell_801,cell_825,213.06337085477645
1759,cell_656,cell_682,100.57832768544127
1760,cell_616,cell_656,195.34584715319647
1761,cell_534,cell_579,144.40221604947757
1762,cell_508,cell_534,181.24017214734707
1763,cell_366,cell_369,165.46903033498444
1764,cell_760,cell_763,176.4652940382329
1765,cell_763,cell_787,107.70329614269008
1766,cell_369,cell_375,100.71742649611338
1767,cell_656,cell_714,52.80151512977634
1768,cell_391,cell_407,98.50888284819801
1769,cell_375,cell_386,173.64331256918592
1770,cell_353,cell_366,131.60547101089682
1771,cell_47,cell_108,209.69501663129716
1772,cell_763,cell_798,41.23105625617661
1773,cell_386,cell_391,230.24334952393303
1774,cell_504,cell_508,34.52535300326414
1775,cell_825,cell_828,244.6630335788388
1776,cell_504,cell_534,191.049731745428
1777,cell_714,cell_736,122.70289320142373
1778,cell_736,cell_760,64.89992295835181
1779,cell_763,cell_801,124.78781991845197
1780,cell_534,cell_616,97.75479527879949
1781,cell_700,cell_714,84.8999411071645
1782,cell_656,cell_700,133.96665088758618
1783,cell_616,cell_627,70.3420215802759
1784,cell_736,cell_763,138.15932831336434
1785,cell_108,cell_161,133.2216198670471
1786,cell_417,cell_430,170.01176429882727
1787,cell_407,cell_430,42.190046219457976
1788,cell_534,cell_627,67.20119046564577
1789,cell_402,cell_407,132.43866504914644
1790,cell_391,cell_402,204.78281177872327
1791,cell_375,cell_379,8.246211251235321
1792,cell_379,cell_386,197.71696942852427
1793,cell_39,cell_47,291.43095237122634
1794,cell_627,cell_656,231.76712450216058
1795,cell_534,cell_561,241.00622398602076
1796,cell_47,cell_106,183.1829686406463
1797,cell_801,cell_807,230.7899477880265
1798,cell_106,cell_108,59.09314681077663
1799,cell_402,cell_430,88.81441324469807
1800,cell_656,cell_684,130.4192829668736
1801,cell_684,cell_700,36.69941871229466
1802,cell_807,cell_825,31.304951684997057
1803,cell_561,cell_627,72.99315036357864
1804,cell_106,cell_161,24.331050121192877
1805,cell_161,cell_187,116.27553482998907
1806,cell_786,cell_801,104.80458005259122
1807,cell_204,cell_277,112.08925015361643
1808,cell_763,cell_786,188.73261509341728
1809,cell_39,cell_106,101.9803902718557
1810,cell_813,cell_825,68.26419266350405
1811,cell_504,cell_561,180.05554698481245
1812,cell_807,cell_813,258.6426105652354
1813,cell_700,cell_736,16.0
1814,cell_685,cell_700,130.5526713629407
1815,cell_106,cell_152,115.96551211459379
1816,cell_152,cell_161,124.35433245367851
1817,cell_372,cell_379,184.19554826325202
1818,cell_685,cell_736,68.11754546370561
1819,cell_684,cell_685,119.35087593223382
1820,cell_734,cell_736,153.1012736720371
1821,cell_734,cell_763,34.058772731852805
1822,cell_425,cell_430,115.25623627379127
1823,cell_402,cell_425,141.4213562373095
1824,cell_813,cell_828,137.46272221951665
1825,cell_339,cell_353,37.73592452822641
1826,cell_578,cell_627,82.07313811473277
1827,cell_561,cell_578,227.98245546532743
1828,cell_487,cell_504,210.78899402008636
1829,cell_36,cell_39,361.0098481438483
1830,cell_379,cell_391,12.165525060596439
1831,cell_353,cell_359,28.635642126552707
1832,cell_187,cell_204,146.86047800548656
1833,cell_761,cell_763,174.72263734273244
1834,cell_152,cell_187,100.41912168506553
1835,cell_734,cell_761,128.56126943990557
1836,cell_339,cell_359,50.99019513592785
1837,cell_828,cell_838,93.72299611087985
1838,cell_786,cell_807,85.5102333057278
1839,cell_685,cell_734,50.0
1840,cell_106,cell_107,156.46085772486356
1841,cell_359,cell_372,41.23105625617661
1842,cell_39,cell_107,53.14132102234569
1843,cell_204,cell_240,209.78083801910984
1844,cell_275,cell_277,208.43910797879306
1845,cell_240,cell_277,19.78295768190946
1846,cell_339,cell_343,107.70329614269008
1847,cell_343,cell_359,79.39773296511683
1848,cell_107,cell_152,60.8276253029822
1849,cell_627,cell_629,193.13207915827965
1850,cell_578,cell_629,94.82615672903758
1851,cell_761,cell_786,20.09975124224178
1852,cell_240,cell_275,112.70537115174211
1853,cell_379,cell_380,98.73196037757987
1854,cell_359,cell_361,62.609903369994115
1855,cell_361,cell_372,158.61904047118682
1856,cell_656,cell_685,34.17949569530569
1857,cell_761,cell_766,179.74426277353055
1858,cell_766,cell_786,117.18361660232202
1859,cell_152,cell_204,21.633307652783937
1860,cell_656,cell_674,10.198039027185569
1861,cell_819,cell_828,158.4929020492716
1862,cell_674,cell_685,135.7645019878171
1863,cell_819,cell_838,42.941821107167776
1864,cell_36,cell_107,43.68065933568311
1865,cell_627,cell_674,66.75327707311455
1866,cell_277,cell_314,35.61500807207536
1867,cell_275,cell_314,65.49164700411225
1868,cell_372,cell_380,142.56226709757388
1869,cell_795,cell_807,86.09297300012354
1870,cell_343,cell_361,126.14277624977183
1871,cell_786,cell_795,162.82505949638096
1872,cell_36,cell_45,178.90779748239035
1873,cell_120,cell_152,118.96217886370441
1874,cell_107,cell_120,179.075403112767
1875,cell_813,cell_819,180.05554698481245
1876,cell_31,cell_36,21.51495584958452
1877,cell_36,cell_79,146.87409574189726
1878,cell_504,cell_578,46.04345773288535
1879,cell_834,cell_838,236.21176939348302
1880,cell_819,cell_834,100.65783625729296
1881,cell_31,cell_45,163.05674282906494
1882,cell_877,cell_895,93.05912099305473
1883,cell_79,cell_107,42.190046219457976
1884,cell_578,cell_598,152.8397853963424
1885,cell_598,cell_629,148.66068747318505
1886,cell_734,cell_742,127.7810627597063
1887,cell_742,cell_761,77.20103626247513
1888,cell_795,cell_813,28.071337695236398
1889,cell_45,cell_79,66.0
1890,cell_629,cell_674,186.26862323000083
1891,cell_504,cell_536,150.0133327407934
1892,cell_275,cell_292,146.34206503941374
1893,cell_292,cell_314,65.7875368135941
1894,cell_504,cell_570,8.94427190999916
1895,cell_570,cell_578,116.27553482998907
1896,cell_79,cell_120,54.037024344425184
1897,cell_242,cell_275,8.94427190999916
1898,cell_240,cell_242,165.27552752903256
1899,cell_795,cell_809,160.822883943797
1900,cell_809,cell_813,114.56002793295748
1901,cell_487,cell_536,37.94733192202055
1902,cell_242,cell_292,82.09750300709517
1903,cell_536,cell_570,130.23056476879765
1904,cell_343,cell_348,103.32473082471591
1905,cell_361,cell_380,103.57605900979242
1906,cell_766,cell_783,105.26157893552613
1907,cell_331,cell_343,5.250255343744041
1908,cell_783,cell_786,92.19544457292888
1909,cell_331,cell_348,94.02127418834527
1910,cell_193,cell_204,98.73196037757987
1911,cell_895,cell_900,112.58774356030055
1912,cell_819,cell_821,298.9648808806814
1913,cell_821,cell_834,244.0
1914,cell_742,cell_766,68.0294054067798
1915,cell_193,cell_240,39.698866482558415
1916,cell_866,cell_895,73.7563556583431
1917,cell_866,cell_900,109.14210919713803
1918,cell_71,cell_79,160.61133210331082
1919,cell_45,cell_71,69.31089380465383
1920,cell_348,cell_361,35.608987629529715
1921,cell_292,cell_331,14.0
1922,cell_79,cell_92,8.48528137423857
1923,cell_92,cell_120,122.06555615733703
1924,cell_866,cell_877,206.3492185592182
1925,cell_71,cell_92,76.55063683601855
1926,cell_193,cell_242,140.42791745233566
1927,cell_292,cell_309,140.0142849854971
1928,cell_309,cell_331,102.95630140987001
1929,cell_570,cell_598,108.75660899458019
1930,cell_783,cell_795,153.06207890917986
1931,cell_120,cell_136,166.10839834276894
1932,cell_834,cell_847,154.77725931156684
1933,cell_15,cell_31,80.62257748298549
1934,cell_809,cell_819,68.35202996254024
1935,cell_92,cell_136,118.92854997854805
1936,cell_861,cell_877,72.02777242147643
1937,cell_674,cell_679,142.04224723651762
1938,cell_757,cell_766,122.06555615733703
1939,cell_757,cell_783,72.11102550927978
1940,cell_742,cell_757,83.23460818673925
1941,cell_136,cell_193,16.492422502470642
1942,cell_309,cell_348,80.22468448052632
1943,cell_41,cell_71,74.02702209328699
1944,cell_602,cell_629,69.85699678629192
1945,cell_598,cell_602,83.23460818673925
1946,cell_41,cell_92,156.0
1947,cell_136,cell_163,157.63248396190426
1948,cell_163,cell_193,126.39300297998575
1949,cell_847,cell_861,46.17358552246078
1950,cell_731,cell_742,91.0823802938856
1951,cell_629,cell_630,170.18813119603846
1952,cell_800,cell_809,116.15506876585283
1953,cell_866,cell_888,215.25798475317936
1954,cell_888,cell_900,86.16263691415206
1955,cell_800,cell_819,88.54377448471462
1956,cell_795,cell_800,106.07544484940895
1957,cell_830,cell_834,216.81328372588243
1958,cell_6,cell_15,168.1071087134628
1959,cell_570,cell_602,86.09297300012354
1960,cell_830,cell_847,178.53851125177448
1961,cell_861,cell_866,124.96399481450646
1962,cell_242,cell_245,102.48902380255166
1963,cell_757,cell_776,94.33981132056604
1964,cell_731,cell_757,146.87409574189726
1965,cell_776,cell_783,126.82271089990152
1966,cell_629,cell_679,17.08800749063506
1967,cell_679,cell_701,189.32198044697563
1968,cell_847,cell_853,231.52537657889687
1969,cell_853,cell_861,139.6710420953463
1970,cell_602,cell_630,178.98603297464302
1971,cell_630,cell_679,112.16059914247963
1972,cell_309,cell_317,84.8999411071645
1973,cell_317,cell_348,67.23094525588644
1974,cell_173,cell_193,132.82970528166464
1975,cell_163,cell_173,172.52383399852806
1976,cell_193,cell_245,74.0
1977,cell_701,cell_731,120.0
1978,cell_92,cell_112,130.23056476879765
1979,cell_112,cell_136,83.35466393669883
1980,cell_300,cell_309,117.74548823628021
1981,cell_15,cell_41,81.70679286326198
1982,cell_135,cell_136,60.92618484691127
1983,cell_135,cell_163,125.25174649480941
1984,cell_245,cell_300,133.41664064126334
1985,cell_783,cell_800,14.142135623730951
1986,cell_800,cell_821,104.34557968596465
1987,cell_783,cell_792,76.96752561957543
1988,cell_792,cell_800,85.5102333057278
1989,cell_112,cell_135,176.23847480048164
1990,cell_853,cell_866,98.40731680114035
1991,cell_756,cell_757,147.58048651498612
1992,cell_756,cell_776,154.29624526936624
1993,cell_300,cell_317,146.17067274836
1994,cell_873,cell_888,153.80507143784303
1995,cell_41,cell_48,226.3183598385248
1996,cell_48,cell_92,91.21403400793103
1997,cell_776,cell_792,66.40750265670005
1998,cell_821,cell_830,116.10340218959993
1999,cell_5,cell_6,50.0
2000,cell_15,cell_23,80.89499366462674
2001,cell_23,cell_41,52.0
2002,cell_48,cell_112,132.80060240827223
2003,cell_660,cell_679,89.19641248391103
2004,cell_630,cell_660,215.5736533067063
2005,cell_6,cell_23,61.05735008989499
2006,cell_866,cell_873,202.47468977627796
2007,cell_23,cell_48,119.68291440301745
2008,cell_731,cell_756,31.622776601683793
2009,cell_815,cell_821,146.32839779072276
2010,cell_135,cell_173,97.52948272189288
2011,cell_5,cell_13,226.66052372531263
2012,cell_6,cell_13,128.57682528356344
2013,cell_701,cell_722,72.80109889280519
2014,cell_722,cell_731,129.55307792561317
2015,cell_799,cell_800,174.92855684535903
2016,cell_792,cell_799,101.39033484509261
2017,cell_853,cell_854,211.20606051910536
2018,cell_854,cell_866,112.16059914247963
2019,cell_237,cell_245,20.09975124224178
2020,cell_237,cell_300,22.090722034374522
2021,cell_660,cell_701,24.08318915758459
2022,cell_800,cell_815,116.10340218959993
2023,cell_173,cell_237,60.63104502237752
2024,cell_779,cell_792,102.72790320451156
2025,cell_776,cell_779,6.297147846588795
2026,cell_722,cell_756,200.3596765818911
2027,cell_756,cell_779,211.9671090756696
2028,cell_696,cell_701,107.70329614269008
2029,cell_660,cell_696,194.83326204732086
2030,cell_237,cell_296,86.02325267042627
2031,cell_296,cell_300,129.4350631847436
2032,cell_13,cell_23,194.6175737183053
2033,cell_296,cell_317,5.943275481756547
2034,cell_315,cell_317,122.69217917709075
2035,cell_296,cell_315,82.03739661101177
2036,cell_862,cell_873,280.8629559055448
2037,cell_854,cell_873,66.03029607687671
2038,cell_815,cell_830,74.24284477308234
2039,cell_696,cell_722,110.07270324653611
2040,cell_180,cell_237,140.356688476182
2041,cell_173,cell_180,205.92231544929754
2042,cell_48,cell_88,156.20499351813308
2043,cell_112,cell_113,7.211102550927978
2044,cell_48,cell_113,30.59411708155671
2045,cell_113,cell_135,76.02631123499285
2046,cell_88,cell_113,109.41663493271945
2047,cell_137,cell_173,74.72616676907762
2048,cell_799,cell_815,12.165525060596439
2049,cell_135,cell_137,131.93938001976514
2050,cell_779,cell_799,103.09219175087898
2051,cell_799,cell_803,170.29386365926402
2052,cell_803,cell_815,157.2768260107
2053,cell_13,cell_48,10.198039027185569
2054,cell_260,cell_296,108.46197490364999
2055,cell_137,cell_180,86.76404785393545
2056,cell_237,cell_260,190.39956044226633
2057,cell_13,cell_49,90.0
2058,cell_48,cell_49,186.0
2059,cell_49,cell_88,136.19104228986575
2060,cell_113,cell_137,238.8723508487326
