,cell_1,cell_2,tension,relative_adhesion
2350,cell_869,cell_921,52.29968406455913,9.011339697667322e-17
2351,cell_869,cell_934,87.44411572990929,6.039098652798988e-18
2352,cell_870,cell_879,0.4821223656450763,1.1033882849322714e-16
2353,cell_870,cell_904,173.15529865178706,2.2563765232627097e-17
2354,cell_870,cell_927,220.35211212676404,1.1198326592188661e-17
2355,cell_871,cell_880,38.82051521857115,7.027051190103833e-17
2356,cell_871,cell_881,72.18521865740541,4.8997081728900264e-17
2357,cell_871,cell_901,53.59375716104383,7.931234286640856e-18
2358,cell_872,cell_880,20.562019202605548,1.2187404550568063e-16
2359,cell_872,cell_893,10.954983310832905,1.3091288921574443e-16
2360,cell_873,cell_874,9.543177145275196,1.7297244388920004e-17
2361,cell_873,cell_902,44.9621330072474,1.0536241738518198e-16
2362,cell_873,cell_909,260.4250145444956,1.1560666505643704e-17
2363,cell_873,cell_911,13.747111624875284,1.1389232503925305e-18
2364,cell_874,cell_892,12.975606582127249,2.4819370574972643e-17
2365,cell_874,cell_911,5.193284686123347,1.1270820517997404e-16
2366,cell_875,cell_879,21.310039736055803,3.150797785184002e-16
2367,cell_875,cell_895,62.731219050707466,1.2515956997078486e-16
2368,cell_875,cell_944,81.66536623685855,6.957277367046468e-17
2369,cell_876,cell_898,210.7240309474971,4.696808958071206e-18
2370,cell_876,cell_903,233.85274594050605,1.112845776998621e-17
2371,cell_877,cell_890,6.043485959477872,1.4637335228465008e-16
2372,cell_877,cell_907,108.69901528746294,7.569414176574038e-17
2373,cell_877,cell_935,57.62552035926722,1.1071358879338245e-16
2374,cell_877,cell_960,104.2748276573872,5.716085216797373e-17
2375,cell_878,cell_934,28.8183552420062,5.327502311468827e-18
2376,cell_878,cell_937,27.156813307297327,1.9829739824881394e-17
2377,cell_879,cell_927,220.57554148606752,7.97331239844322e-17
2378,cell_879,cell_944,83.99398646074499,2.830455863662641e-16
2379,cell_880,cell_893,14.97299330297388,7.990201862740576e-17
2380,cell_880,cell_901,42.97221681218503,2.478771778318597e-17
2381,cell_880,cell_918,54.06143138752799,5.399587706648651e-17
2382,cell_881,cell_897,129.90811131695023,1.8310912258201675e-19
2383,cell_881,cell_901,101.59030750574507,2.6546814664638554e-17
2384,cell_881,cell_915,155.9634644545162,1.7002864071256107e-17
2385,cell_882,cell_884,70.85969709959952,4.250813037907496e-17
2386,cell_882,cell_917,24.76195787386603,4.3103135771417856e-17
2387,cell_882,cell_931,429.6103258630557,1.7888548381188242e-17
2388,cell_883,cell_899,302.85727710955683,6.019747384781681e-18
2389,cell_883,cell_914,311.94757206042254,2.65687232334314e-18
2390,cell_884,cell_885,129.11708413231958,5.373250285925353e-18
2391,cell_884,cell_917,65.54639118793165,1.1598941940331021e-16
2392,cell_885,cell_891,186.98493502436995,6.8711497333086804e-18
2393,cell_885,cell_916,289.12879609222324,1.3687906814990034e-19
2394,cell_885,cell_917,177.21231786645595,7.302649512681663e-18
2395,cell_885,cell_922,347.2391917253152,5.122200555682457e-19
2396,cell_886,cell_896,406.78057561761534,2.765625229752496e-18
2397,cell_886,cell_899,83.03744743941704,9.781719208605393e-18
2398,cell_886,cell_910,402.6915134024492,5.940861894811968e-17
2399,cell_886,cell_920,236.11251705261324,1.5019263424092506e-18
2400,cell_887,cell_896,43.14889322425405,5.973476077723603e-17
2401,cell_887,cell_900,183.1146266812456,2.890168488036876e-17
2402,cell_887,cell_912,371.8532029374394,6.497309254487334e-17
2403,cell_888,cell_892,47.59420530054508,1.0960604125194783e-17
2404,cell_888,cell_905,87.5479527078378,9.534925127074614e-18
2405,cell_889,cell_908,37.00454277502408,1.6878159413997192e-16
2406,cell_889,cell_921,56.21343922680168,9.812668423541642e-17
2407,cell_890,cell_913,118.44136165954488,9.411948541006735e-17
2408,cell_890,cell_935,52.19153598769151,3.6238420669949497e-17
2409,cell_891,cell_908,109.12926490305314,2.1709208462965752e-17
2410,cell_891,cell_916,142.92143011921476,1.7026777517461837e-17
2411,cell_892,cell_911,9.31705101076425,7.651027900237351e-17
2412,cell_892,cell_940,28.039724767482607,6.468276069994397e-17
2413,cell_892,cell_955,51.9243112252796,1.2135711050331581e-17
2414,cell_893,cell_905,78.4520817279781,2.7237532559247217e-17
2415,cell_893,cell_918,47.59614806282335,8.086791243893128e-17
2416,cell_893,cell_936,65.07737064834505,6.564500986301969e-17
2417,cell_894,cell_900,95.2964067865401,8.319556385827852e-17
2418,cell_894,cell_924,73.96239368398908,2.2175234661875143e-16
2419,cell_895,cell_937,32.13150997478974,3.815112610906512e-17
2420,cell_895,cell_944,48.66467124280379,1.0469632384607757e-16
2421,cell_895,cell_968,84.50249506917137,2.773428872637178e-17
2422,cell_896,cell_910,490.4331928773871,6.443045309739038e-17
2423,cell_896,cell_912,404.5772478003552,2.1265294988571407e-17
2424,cell_896,cell_930,204.0427820346905,4.403736607405407e-18
2425,cell_897,cell_898,179.82353145144018,1.2009593346028796e-17
2426,cell_897,cell_915,123.2289616825708,2.7448779830854927e-19
2427,cell_898,cell_903,295.1725859950191,3.182379298552163e-18
2428,cell_898,cell_915,222.31035745688428,6.65191054601982e-19
2429,cell_898,cell_919,212.19915391299523,1.3648652632285102e-17
2430,cell_898,cell_945,180.5321565374041,2.245083707377906e-18
2431,cell_898,cell_952,123.55467901210328,1.3286827575651689e-17
2432,cell_898,cell_966,307.6798366129771,9.642141971361955e-19
2433,cell_899,cell_914,305.6169447116749,3.688515035335502e-18
2434,cell_899,cell_920,214.7919232565821,1.4491306383968039e-18
2435,cell_899,cell_933,177.6634303648153,1.7737268525499468e-18
2436,cell_900,cell_912,445.59160717031233,1.6030712164875537e-17
2437,cell_900,cell_924,63.07572835940006,3.1575631990781797e-17
2438,cell_900,cell_925,46.44038517052604,1.3076656818542699e-17
2439,cell_900,cell_941,46.30661870019999,6.543528306774746e-18
2440,cell_901,cell_915,150.63243685108793,1.3978765730527544e-18
2441,cell_901,cell_918,45.74819709377351,2.651322371194495e-17
2442,cell_901,cell_923,98.9145136927005,1.0676601427369227e-17
2443,cell_902,cell_909,263.136578577422,2.0283896903432844e-17
2444,cell_902,cell_911,34.05902903513945,9.018005909754773e-17
2445,cell_902,cell_926,43.3489473135992,4.466221718277999e-17
2446,cell_903,cell_914,158.2579729871808,2.2091694393516804e-17
2447,cell_903,cell_919,151.4230355586694,1.6474180262879116e-17
2448,cell_904,cell_913,160.3079931377559,1.3237903918645664e-16
2449,cell_904,cell_927,171.668801176467,6.247363186814856e-17
2450,cell_904,cell_946,111.84105596475852,5.400497478647783e-17
2451,cell_905,cell_929,45.98623445086125,1.3122823855311675e-17
2452,cell_905,cell_936,76.764388398822,1.1175570431463237e-17
2453,cell_905,cell_950,99.49799092762775,6.919732489460734e-18
2454,cell_905,cell_954,115.43249850289963,7.25874909169358e-18
2455,cell_906,cell_907,0.6169399966869367,3.775371686673742e-17
2456,cell_906,cell_928,153.12195532884436,9.73829836442996e-17
2457,cell_907,cell_928,153.63472307488178,1.597671931656448e-17
2458,cell_907,cell_960,144.92065860686432,2.2457731974910162e-17
2459,cell_908,cell_916,144.558383551423,2.162132994269884e-17
2460,cell_908,cell_921,48.55256873347279,5.739775858940755e-17
2461,cell_908,cell_932,199.53456586342867,2.9631017722994254e-17
2462,cell_909,cell_926,233.29253344805304,6.460950322514813e-18
2463,cell_909,cell_943,121.15576388893687,9.145495421494642e-18
2464,cell_910,cell_920,460.47075608365856,3.094897929525393e-18
2465,cell_910,cell_930,421.8208183029967,1.4712193636336128e-17
2466,cell_910,cell_948,294.2259290661384,8.871545016893665e-17
2467,cell_910,cell_951,393.9276315521014,9.960167022683276e-18
2468,cell_911,cell_926,29.6470683286744,2.3720183736507546e-17
2469,cell_911,cell_939,32.40377835532412,6.634750405455695e-17
2470,cell_911,cell_955,52.094129855753664,2.9502192220601465e-17
2471,cell_912,cell_925,414.01112771851706,3.714063493547506e-18
2472,cell_912,cell_930,381.1921866697701,1.63151010937206e-17
2473,cell_913,cell_935,112.973761229348,7.864765440001343e-17
2474,cell_913,cell_946,81.25382230894978,5.586017967469956e-17
2475,cell_914,cell_919,8.294043406736384,2.750043442080318e-17
2476,cell_914,cell_933,247.7896415661532,2.7381436143408415e-18
2477,cell_914,cell_938,219.0225921218384,3.4350781017851684e-17
2478,cell_914,cell_952,166.4432384863117,8.856063051019694e-18
2479,cell_915,cell_923,99.64402485463846,1.559336117939294e-17
2480,cell_915,cell_945,147.83033370249544,2.4285726974362006e-17
2481,cell_915,cell_953,156.34779063849905,6.360307029899425e-18
2482,cell_916,cell_922,181.28473888609872,5.946913443557324e-19
2483,cell_916,cell_932,219.5961627610604,6.621996470136334e-18
2484,cell_916,cell_942,148.7922068347147,1.1573490690616023e-19
2485,cell_917,cell_922,284.654775367575,1.9109202314982976e-18
2486,cell_917,cell_931,409.138923742769,2.757383847625598e-17
2487,cell_917,cell_961,267.81012029098446,6.168185867785114e-18
2488,cell_918,cell_923,101.95209080768996,1.502456715615099e-17
2489,cell_918,cell_936,73.65407500205335,2.6342577495969745e-17
2490,cell_918,cell_949,58.08938085136179,5.553630060889798e-17
2491,cell_919,cell_952,158.45554454694474,2.388721560163864e-17
2492,cell_920,cell_933,236.4353922109545,1.0130226506235186e-18
2493,cell_920,cell_948,434.7727697809132,2.0018905368935386e-18
2494,cell_920,cell_956,232.10615853409385,1.1753875973765542e-18
2495,cell_921,cell_934,111.23072436787912,1.283887483465199e-17
2496,cell_921,cell_957,104.17209285576168,1.695229677069338e-17
2497,cell_922,cell_942,203.28905442288325,2.364926090123266e-20
2498,cell_922,cell_959,208.8781342485539,6.691881362044853e-20
2499,cell_922,cell_961,199.55609386125727,2.948176475235716e-19
2500,cell_923,cell_949,74.64699024040905,8.441846113828102e-18
2501,cell_923,cell_953,113.69916272531071,2.2116306713920688e-17
2502,cell_923,cell_962,69.04391857648879,9.302077883772928e-18
2503,cell_924,cell_928,103.83958481684716,4.82568073858346e-16
2504,cell_924,cell_941,57.042468290318,5.103941567987997e-17
2505,cell_924,cell_960,54.02234113215399,3.563921560763571e-18
2506,cell_924,cell_975,116.54664862917409,3.2449939282550766e-17
2507,cell_925,cell_930,51.69827200006407,2.7234355068522104e-18
2508,cell_925,cell_941,3.506119402650832,7.703979105670292e-18
2509,cell_925,cell_963,95.63421834533494,1.5797132226268251e-18
2510,cell_925,cell_975,92.88432890894008,4.186384737643934e-18
2511,cell_925,cell_997,71.50744561657321,1.5997000309492472e-18
2512,cell_925,cell_1012,105.38549027768111,3.2747923622932132e-18
2513,cell_926,cell_939,32.27254248822812,1.4860505635514833e-17
2514,cell_926,cell_943,176.74936117715794,3.0503670013409394e-18
2515,cell_926,cell_947,54.5813842965456,8.78420073109005e-18
2516,cell_927,cell_944,192.8170653184325,1.035512340702748e-16
2517,cell_927,cell_946,202.1209872972344,1.7032956053959067e-17
2518,cell_928,cell_960,74.50544323890176,1.5212741241857872e-16
2519,cell_929,cell_940,19.72255118697376,2.986453149516436e-17
2520,cell_929,cell_950,85.27521675956733,2.1182828385365562e-17
2521,cell_929,cell_965,38.14321055256468,1.7872236954540363e-17
2522,cell_930,cell_951,164.4488457776805,1.000084641684646e-17
2523,cell_930,cell_958,137.90347342555282,1.2787630143223932e-17
2524,cell_930,cell_963,114.23366876295036,1.3596367466668231e-18
2525,cell_931,cell_974,729.8263198010168,1.2947830091265454e-17
2526,cell_932,cell_942,176.74678088924804,1.0575496599404263e-19
2527,cell_932,cell_969,194.5556798593163,9.075758064518235e-19
2528,cell_932,cell_970,509.6498568251702,3.2008548875189186e-18
2529,cell_932,cell_973,165.95542502002468,8.516709398069386e-19
2530,cell_933,cell_938,33.2635262682435,3.482819559640422e-17
2531,cell_933,cell_956,8.299065051066972,2.344904915366615e-18
2532,cell_933,cell_989,20.401801324197542,2.1139506861534825e-17
2533,cell_934,cell_937,3.796604776131325,2.2967483513492324e-17
2534,cell_934,cell_957,38.95809672853543,7.840786215610367e-18
2535,cell_934,cell_968,80.28506689289476,6.690461157141961e-18
2536,cell_934,cell_982,94.41688757946514,3.765056855921747e-18
2537,cell_934,cell_983,128.29228763768063,2.136297937498515e-18
2538,cell_935,cell_946,135.61258900108064,3.8840668717467046e-17
2539,cell_935,cell_960,151.91758910068918,1.6206878788355145e-17
2540,cell_936,cell_949,36.635430030117256,7.67192688001128e-17
2541,cell_936,cell_954,129.40081795890555,4.456948675836944e-17
2542,cell_936,cell_991,129.32420694808326,2.0093262463624627e-17
2543,cell_936,cell_1004,127.2320605054132,2.807116386046665e-17
2544,cell_936,cell_1005,112.03088906503557,6.376638707351237e-17
2545,cell_937,cell_968,83.12218244524124,7.310151191850783e-18
2546,cell_938,cell_952,96.50444156406144,1.491837581739371e-17
2547,cell_939,cell_947,39.65672482938515,2.3709227069237278e-17
2548,cell_939,cell_955,29.44126738020118,7.652765976591776e-17
2549,cell_939,cell_996,16.993603223119514,3.6478642375670006e-17
2550,cell_940,cell_955,50.360174818767774,3.992674116284611e-17
2551,cell_940,cell_964,24.905107519653644,5.709105838201426e-17
2552,cell_940,cell_965,32.47037846339697,6.823360373016354e-17
2553,cell_941,cell_975,91.28065274488716,6.893940148713953e-18
2554,cell_942,cell_959,153.5950911731396,7.632922457415886e-20
2555,cell_942,cell_969,126.51415890762736,9.867500983654042e-21
2556,cell_943,cell_947,129.16058374856857,1.4874011178201548e-17
2557,cell_943,cell_986,170.085176298034,1.995517826698244e-17
2558,cell_944,cell_946,71.82413904666748,6.828300565810671e-19
2559,cell_944,cell_967,69.87699619976273,4.948649031965637e-17
2560,cell_944,cell_968,54.33375209225498,2.0537698525699892e-16
2561,cell_945,cell_953,33.161492790864166,3.1044211557757616e-17
2562,cell_945,cell_966,210.13352016212505,2.6142530991491668e-18
2563,cell_945,cell_978,220.1422708288016,1.9584098131854524e-17
2564,cell_946,cell_960,121.00717243661434,2.0593345636767926e-17
2565,cell_946,cell_967,27.500436728940173,3.2328023556603493e-17
2566,cell_946,cell_976,126.50337606270402,2.3747354049630557e-17
2567,cell_947,cell_986,144.16412226246996,3.013700851401015e-17
2568,cell_947,cell_996,35.81780216239765,4.1945447101372705e-17
2569,cell_948,cell_951,246.3000150440921,9.67098491234937e-17
2570,cell_948,cell_956,325.51239894196806,2.690080162881795e-18
2571,cell_949,cell_962,42.84501978558003,3.282487748541072e-17
2572,cell_949,cell_1005,114.82404582072223,1.1754841100086701e-17
2573,cell_950,cell_954,62.15943205483883,1.1635810894059065e-17
2574,cell_950,cell_965,108.00436427333103,2.3664606685631543e-18
2575,cell_951,cell_958,107.2914775918862,7.348400147532216e-17
2576,cell_952,cell_966,241.88383401985115,4.453925357772488e-17
2577,cell_953,cell_962,95.4071945314198,5.7013464712239676e-18
2578,cell_953,cell_977,29.85497078572187,6.314737595501098e-17
2579,cell_953,cell_978,193.03436203954288,2.52957480316134e-17
2580,cell_954,cell_991,4.248107551468364,2.610537944714765e-17
2581,cell_954,cell_993,86.44992663077862,1.3932047274726076e-17
2582,cell_955,cell_964,46.505308170638,7.232877470247975e-17
2583,cell_955,cell_996,25.455956418363503,9.710598050508832e-17
2584,cell_955,cell_1009,45.22396359265197,4.364830246086433e-17
2585,cell_955,cell_1014,57.30423832372615,1.1504444696009603e-16
2586,cell_956,cell_980,40.50107232783037,1.439659084268532e-18
2587,cell_956,cell_989,15.71004471807198,1.2645885845456938e-18
2588,cell_956,cell_994,629.2456901376265,1.8893739260393352e-18
2589,cell_957,cell_970,466.2210452934842,3.4165901563725483e-18
2590,cell_957,cell_982,63.10384810442072,3.6510625520066724e-18
2591,cell_957,cell_987,181.14336235376925,4.260287585289611e-18
2592,cell_957,cell_998,193.40711788902567,4.722578298154545e-19
2593,cell_958,cell_963,157.9464800489379,2.8888057946291793e-18
2594,cell_958,cell_997,97.86214086466094,9.834640714674023e-18
2595,cell_958,cell_1003,349.3100480526992,1.4873680617915476e-17
2596,cell_958,cell_1021,199.52983559013987,7.258860257364803e-18
2597,cell_958,cell_1026,228.7508637174883,1.5666618321580337e-17
2598,cell_959,cell_961,15.390483418197574,1.3472748099630453e-18
2599,cell_959,cell_969,161.41968797277934,3.3000368147751057e-19
2600,cell_959,cell_985,11.478099551742302,3.811904991064495e-18
2601,cell_959,cell_999,107.12395569088304,1.0131378502576287e-18
2602,cell_960,cell_975,143.507502417921,2.3417318971989778e-17
2603,cell_960,cell_976,152.7330419115285,2.8002752799977865e-17
2604,cell_960,cell_995,146.03020234620985,3.852219107340069e-17
2605,cell_961,cell_971,211.93579347289696,1.9670868077685715e-18
2606,cell_961,cell_985,15.614054906410008,2.0787131330241143e-18
2607,cell_962,cell_977,117.85994459100576,5.674251807655777e-17
2608,cell_962,cell_1005,114.5795695870321,4.469880464403422e-17
2609,cell_963,cell_997,68.60089963279707,1.4302473969391324e-18
2610,cell_964,cell_965,21.274590379115416,4.33201082495978e-17
2611,cell_964,cell_992,94.84566664534042,2.9925747470571934e-17
2612,cell_964,cell_1009,46.201688360728696,1.0457827649429325e-17
2613,cell_965,cell_992,94.26795186879306,3.362664243721517e-17
2614,cell_965,cell_993,118.31859548132007,9.503436097518374e-18
2615,cell_966,cell_1000,400.4057251771663,6.464139123196408e-18
2616,cell_966,cell_1006,182.7665655887416,4.5904184259583914e-18
2617,cell_967,cell_968,101.47648560349162,5.845627382060573e-18
2618,cell_967,cell_976,128.0227753990211,4.916817071851957e-18
2619,cell_967,cell_979,135.71161662792858,2.0351897728225396e-18
2620,cell_968,cell_979,60.401463588336846,2.2699902957264838e-18
2621,cell_968,cell_981,0.1398574425221153,6.621462745320343e-17
2622,cell_968,cell_983,89.02792667291287,4.001823961173349e-18
2623,cell_969,cell_973,84.3595736848948,2.6646151232145167e-19
2624,cell_969,cell_999,122.96498883693648,1.4966550686450763e-19
2625,cell_970,cell_973,320.35004323776104,1.5509414936205783e-18
2626,cell_970,cell_987,597.001418678764,1.3699205116199793e-19
2627,cell_970,cell_988,581.0818830286738,4.6690621078107106e-20
2628,cell_971,cell_974,413.6249070642194,3.387415213048787e-18
2629,cell_971,cell_985,208.3172648874564,3.346508564197159e-18
2630,cell_971,cell_990,352.5522084779189,4.172261639208235e-18
2631,cell_971,cell_1020,278.9281715893511,1.7986709999487855e-18
2632,cell_971,cell_1025,267.5323784757556,1.0698421484643764e-18
2633,cell_972,cell_974,459.9960054575268,3.815408177693475e-17
2634,cell_972,cell_990,568.4235056243068,1.3656938901841934e-19
2635,cell_972,cell_1007,63.86798532855288,1.7317848702079935e-17
2636,cell_973,cell_988,331.6689969399172,8.196892554944094e-20
2637,cell_973,cell_999,51.48281945594141,7.260515066187263e-19
2638,cell_973,cell_1013,38.38819113510572,2.262814610467468e-19
2639,cell_973,cell_1033,91.97646664179396,6.240754089354238e-19
2640,cell_974,cell_990,163.49802635582884,2.5663286086968983e-17
2641,cell_975,cell_995,66.07056085831678,1.7600477678673965e-17
2642,cell_975,cell_1012,110.24498140665904,6.986875300117163e-18
2643,cell_975,cell_1028,116.6159256857244,2.2459909560336922e-17
2644,cell_975,cell_1038,120.27398385337315,1.5804617209441337e-17
2645,cell_976,cell_979,46.98799459536389,9.215795522693437e-18
2646,cell_976,cell_995,121.89348466233837,4.957894339046872e-18
2647,cell_976,cell_1002,91.608537012352,3.723579491306063e-18
2648,cell_976,cell_1010,68.92906731297653,1.4739473772975086e-17
2649,cell_976,cell_1019,14.685098439728568,8.214608357902532e-18
2650,cell_977,cell_978,192.0642804162632,1.0586924983350727e-17
2651,cell_977,cell_984,33.10479658049654,2.345862154661989e-16
2652,cell_977,cell_1005,178.5969809188833,1.4090705027929322e-17
2653,cell_977,cell_1017,148.85625218042784,8.80775452335811e-17
2654,cell_978,cell_984,164.44271355808132,6.66387312651848e-17
2655,cell_978,cell_1001,211.26221381600385,3.464031889727349e-17
2656,cell_979,cell_981,60.27055077362273,1.0506935661414595e-17
2657,cell_979,cell_1002,73.44553430117107,1.343773916906977e-17
2658,cell_980,cell_989,23.04429967949205,8.407673951597263e-18
2659,cell_980,cell_994,624.1705197023601,6.4075314892901825e-18
2660,cell_981,cell_983,88.90954848409632,7.029752763388203e-18
2661,cell_981,cell_1002,112.78312947183085,1.0404106543562025e-17
2662,cell_981,cell_1011,167.8939727823953,1.4923388883764177e-17
2663,cell_982,cell_983,78.85195982453082,5.009325128499737e-18
2664,cell_982,cell_998,188.9463852861361,2.423805650479372e-18
2665,cell_983,cell_998,216.23382718300243,1.4311097579874513e-18
2666,cell_983,cell_1011,183.6301332370423,3.4164805155955426e-18
2667,cell_983,cell_1024,0.1445664861676143,1.7584807445207463e-17
2668,cell_983,cell_1032,144.6660014476085,3.3503872733325758e-18
2669,cell_984,cell_1001,67.66653250760696,1.0273523739386887e-16
2670,cell_984,cell_1017,156.93978501478747,2.4972652204535857e-17
2671,cell_984,cell_1030,121.98072557379992,8.099806194372692e-17
2672,cell_985,cell_999,109.32767662571794,4.0534757772799456e-19
2673,cell_985,cell_1018,107.9603684265324,7.133546084408763e-18
2674,cell_985,cell_1025,195.61106418996536,9.709346631463686e-19
2675,cell_986,cell_996,155.03842495087417,4.2682752654136295e-18
2676,cell_986,cell_1015,165.32816154467957,2.2915230493459873e-17
2677,cell_987,cell_988,287.732795791715,3.292256702631894e-20
2678,cell_987,cell_998,112.93111684680213,2.5708844686639702e-18
2679,cell_987,cell_1027,37.40425185744559,3.419292371090418e-19
2680,cell_988,cell_1013,328.1484471013386,1.0271534773822228e-19
2681,cell_988,cell_1027,245.7216046029366,1.747992298193766e-20
2682,cell_989,cell_994,609.7636632236799,1.2157418614613407e-18
2683,cell_989,cell_1008,4.523385847717679,3.050512109635019e-17
2684,cell_990,cell_1007,599.4457295443294,6.4624191576391674e-18
2685,cell_990,cell_1020,311.3895591698218,2.572847447581949e-18
2686,cell_990,cell_1023,620.2788159746312,3.8647859769944223e-17
2687,cell_991,cell_993,84.9140493127462,2.2010625456202404e-17
2688,cell_991,cell_1004,126.20068921279328,4.05509558217204e-17
2689,cell_992,cell_993,114.37890603293428,5.862789171294207e-17
2690,cell_992,cell_1009,96.56568343066114,3.6619271857527445e-17
2691,cell_992,cell_1022,161.74992091358132,2.931957949799774e-18
2692,cell_993,cell_1004,113.51197169371244,3.4188362343081687e-17
2693,cell_993,cell_1022,146.11907736295106,3.694451763748879e-18
2694,cell_993,cell_1035,180.1909227606509,5.2327657291482166e-17
2695,cell_994,cell_1003,676.2040882959152,1.4959661714283306e-17
2696,cell_994,cell_1008,605.3975416439395,1.3845122681677787e-17
2697,cell_995,cell_1010,135.1758478861662,5.0704748160878205e-18
2698,cell_995,cell_1016,370.6010213378564,8.980997508864045e-18
2699,cell_995,cell_1028,50.41821015082474,2.9232436466206493e-17
2700,cell_995,cell_1029,983.8467528132178,3.2203386984391667e-17
2701,cell_996,cell_1014,40.934719396024825,1.1879871625755153e-16
2702,cell_996,cell_1015,94.7171740493422,4.229451899646946e-17
2703,cell_996,cell_1043,53.70877546206125,2.0870357385463604e-17
2704,cell_997,cell_1012,123.45660517625625,1.823098859213171e-18
2705,cell_997,cell_1021,127.6394342425274,8.693487720739427e-18
2706,cell_998,cell_1027,103.79099759311444,6.381943389127986e-19
2707,cell_998,cell_1032,250.4591643395368,3.0998073322095266e-18
2708,cell_998,cell_1040,243.2452607619616,1.3411946510325842e-19
2709,cell_999,cell_1018,37.2434798836929,2.9505004983699287e-18
2710,cell_1000,cell_1006,246.8615487028165,3.248003508602974e-18
2711,cell_1001,cell_1030,91.34787222322797,5.705910720096494e-17
2712,cell_1002,cell_1011,195.1306993303282,2.5461840367298164e-17
2713,cell_1002,cell_1019,94.47532148029534,3.2579908822022846e-18
2714,cell_1002,cell_1039,88.28681260449363,3.6503173357242096e-17
2715,cell_1003,cell_1008,297.51022220634457,2.8911742864603752e-18
2716,cell_1003,cell_1026,246.95377076040805,2.7209811257441324e-17
2717,cell_1003,cell_1042,399.8761060773048,2.6086480858337967e-18
2718,cell_1004,cell_1005,94.54705397700673,7.075882262339215e-17
2719,cell_1004,cell_1035,74.97705347629848,4.901012145798007e-17
2720,cell_1004,cell_1036,56.51445018998122,2.287269618959113e-17
2721,cell_1004,cell_1044,38.3960436323111,7.995209801423575e-17
2722,cell_1005,cell_1017,86.5223720706047,1.2935669602787326e-16
2723,cell_1005,cell_1036,78.90457347704825,4.6181722886367854e-17
2724,cell_1006,cell_1037,16.263136601704357,5.997697673184423e-18
2725,cell_1007,cell_1023,1202.435064721638,4.337908882472615e-18
2726,cell_1008,cell_1042,161.88355011878554,1.9179156068464788e-17
2727,cell_1008,cell_1049,164.19424137394194,1.4395902609885374e-17
2728,cell_1008,cell_1069,150.98306239485186,1.1278479249560206e-18
2729,cell_1009,cell_1014,25.8068543442154,8.064264215558983e-17
2730,cell_1009,cell_1022,105.34409055532667,6.653254614304238e-19
2731,cell_1009,cell_1031,179.17417232996104,2.9435599500315024e-17
2732,cell_1009,cell_1045,20.17069915717074,6.290752462055616e-17
2733,cell_1009,cell_1062,189.58450375372087,6.081146820946409e-18
2734,cell_1010,cell_1016,327.95664234563,1.7749910699456997e-17
2735,cell_1010,cell_1019,70.17948761495906,3.2042058521515228e-18
2736,cell_1010,cell_1034,19.46851960168172,4.075448490980102e-18
2737,cell_1011,cell_1024,183.5480332954484,4.0746473646420766e-17
2738,cell_1011,cell_1039,196.1805258817736,7.229259728126657e-18
2739,cell_1011,cell_1052,179.12138476737374,2.0872759290313135e-17
2740,cell_1012,cell_1021,55.13612406750641,9.01060861306712e-18
2741,cell_1012,cell_1038,133.40323276973345,2.1152720024889485e-17
2742,cell_1012,cell_1051,94.72855401081986,8.65330778238766e-18
2743,cell_1013,cell_1027,119.14823458939892,1.0904528880629172e-20
2744,cell_1013,cell_1033,83.22798679677497,3.923022998447171e-19
2745,cell_1013,cell_1047,130.60875956310136,3.454245260149614e-21
2746,cell_1014,cell_1043,40.1060033469194,1.8785179634004256e-17
2747,cell_1014,cell_1045,33.52448026894163,2.338495113313946e-16
2748,cell_1015,cell_1043,129.22875027738624,7.071528726057527e-18
2749,cell_1015,cell_1053,123.12586913888272,1.4219008337403707e-17
2750,cell_1016,cell_1029,1254.742181607044,2.6190256183063128e-17
2751,cell_1016,cell_1034,291.746984649398,1.0950036409885398e-17
2752,cell_1017,cell_1030,97.12991980185814,8.030279767415843e-17
2753,cell_1017,cell_1036,105.11172702808558,3.2700620647116966e-17
2754,cell_1017,cell_1057,96.32401121566116,4.4546397433497176e-17
2755,cell_1017,cell_1063,185.017395215658,6.521161612514025e-17
2756,cell_1018,cell_1025,109.02974909098695,1.0558557701505021e-17
2757,cell_1018,cell_1033,115.3801727181866,3.2229321050552948e-18
2758,cell_1018,cell_1048,110.17136780080008,1.814548175303243e-17
2759,cell_1019,cell_1034,49.21317048619902,1.173288860373561e-18
2760,cell_1019,cell_1039,24.20802072578444,8.652917490632372e-18
2761,cell_1019,cell_1041,25.84215379341868,2.9402154690105004e-18
2762,cell_1020,cell_1023,549.5290834084693,1.8232970422811435e-17
2763,cell_1020,cell_1025,16.107133086662213,1.0468529614804078e-17
2764,cell_1021,cell_1026,157.1364988426387,1.4609091199499047e-17
2765,cell_1021,cell_1046,18.0776053505736,3.80607716745017e-17
2766,cell_1022,cell_1031,166.46067777375134,2.7309902956563045e-18
2767,cell_1022,cell_1035,181.1360318996848,3.6999362421671045e-18
2768,cell_1024,cell_1032,144.59652962781004,1.3449671297710885e-17
2769,cell_1024,cell_1050,224.42111320505416,6.1249927316646325e-18
2770,cell_1024,cell_1052,109.81158537403282,4.598392435380841e-18
2771,cell_1024,cell_1056,109.34440806409113,1.2697379055989804e-17
2772,cell_1025,cell_1048,115.73369234921168,6.043500758279958e-18
2773,cell_1025,cell_1075,21.649721026159263,5.620197702955851e-18
